Source,Target,Type
398,78,Directed
398,12,Directed
398,1670,Directed
398,89,Directed
398,64,Directed
398,58,Directed
398,2,Directed
1853,25,Directed
1853,12,Directed
1853,2,Directed
1729,398,Directed
1729,25,Directed
1729,44,Directed
1729,501,Directed
1729,12,Directed
1729,2,Directed
1642,1991,Directed
1642,1982,Directed
1642,12,Directed
1642,2,Directed
1955,12,Directed
1955,58,Directed
1955,2,Directed
1923,12,Directed
1923,58,Directed
1923,2,Directed
2092,1191,Directed
2092,25,Directed
2092,1798,Directed
2092,112,Directed
2092,44,Directed
2092,12,Directed
2092,597,Directed
2092,2,Directed
2165,1414,Directed
2165,44,Directed
2165,12,Directed
2165,2,Directed
1981,25,Directed
1981,78,Directed
1981,12,Directed
1981,1627,Directed
1981,58,Directed
1981,2,Directed
659,2,Directed
659,1791,Directed
1842,2,Directed
1842,659,Directed
1842,657,Directed
1842,1173,Directed
2013,2,Directed
2013,736,Directed
1753,2,Directed
1753,657,Directed
1753,1173,Directed
657,2,Directed
657,1173,Directed
657,1791,Directed
1790,2,Directed
1790,659,Directed
1790,1753,Directed
1790,657,Directed
1790,1741,Directed
1790,1173,Directed
1790,564,Directed
1920,2,Directed
1741,2,Directed
2096,2,Directed
2096,401,Directed
2096,659,Directed
2096,1753,Directed
2096,657,Directed
2096,1741,Directed
2096,1173,Directed
2096,1948,Directed
2096,564,Directed
1173,2,Directed
1948,1790,Directed
1948,1173,Directed
1948,564,Directed
564,2,Directed
564,659,Directed
564,1753,Directed
564,657,Directed
564,1741,Directed
564,1173,Directed
564,1791,Directed
1197,1686,Directed
1197,1538,Directed
1197,1078,Directed
1197,1496,Directed
1197,553,Directed
1197,1675,Directed
1197,1301,Directed
1636,553,Directed
1657,553,Directed
1916,1909,Directed
1916,418,Directed
1909,377,Directed
1972,32,Directed
1662,422,Directed
1662,1287,Directed
2018,16,Directed
1100,1557,Directed
1100,2087,Directed
1100,1674,Directed
1745,1695,Directed
2034,2053,Directed
1102,6,Directed
1102,337,Directed
1398,16,Directed
1398,1514,Directed
1398,1767,Directed
1398,1719,Directed
1398,1502,Directed
1398,1789,Directed
1398,1933,Directed
1398,1571,Directed
1398,1865,Directed
1495,510,Directed
1495,33,Directed
1495,484,Directed
1495,311,Directed
1495,202,Directed
1495,116,Directed
2043,155,Directed
2043,472,Directed
2049,281,Directed
1279,202,Directed
1279,281,Directed
1585,260,Directed
1585,72,Directed
908,959,Directed
908,1360,Directed
1139,744,Directed
1139,75,Directed
1401,145,Directed
1672,703,Directed
928,16,Directed
928,214,Directed
928,908,Directed
928,1649,Directed
1774,16,Directed
1774,1149,Directed
468,1869,Directed
468,1847,Directed
468,1875,Directed
468,400,Directed
468,1744,Directed
468,1899,Directed
468,237,Directed
468,756,Directed
468,1877,Directed
468,1902,Directed
468,1888,Directed
468,137,Directed
468,1854,Directed
468,6,Directed
468,168,Directed
468,371,Directed
468,1886,Directed
468,188,Directed
1706,1685,Directed
1134,1996,Directed
1134,366,Directed
1713,291,Directed
1713,155,Directed
1713,1815,Directed
1803,1032,Directed
1638,1396,Directed
1638,1635,Directed
1488,1032,Directed
1676,1396,Directed
1676,1638,Directed
1676,913,Directed
1676,1635,Directed
1676,1430,Directed
1032,1812,Directed
1718,1396,Directed
1718,1638,Directed
1718,913,Directed
1718,1635,Directed
1718,1430,Directed
1844,1546,Directed
1859,1713,Directed
1759,1396,Directed
1759,1811,Directed
1759,1609,Directed
1442,1032,Directed
1442,1647,Directed
1442,913,Directed
1442,1488,Directed
1442,1602,Directed
1663,1546,Directed
1852,1032,Directed
1897,1881,Directed
1430,1426,Directed
1430,1396,Directed
1430,1709,Directed
1430,913,Directed
1430,1609,Directed
913,1426,Directed
1602,1488,Directed
1835,1426,Directed
1835,913,Directed
1298,1341,Directed
1580,2,Directed
1580,1432,Directed
1580,1667,Directed
1580,1377,Directed
1580,1631,Directed
1580,1621,Directed
1621,1432,Directed
1621,1782,Directed
46,359,Directed
46,702,Directed
46,18,Directed
46,430,Directed
46,2110,Directed
46,1537,Directed
46,206,Directed
1731,1760,Directed
1731,16,Directed
1731,1696,Directed
1731,1845,Directed
1731,431,Directed
1731,1619,Directed
1372,725,Directed
1372,437,Directed
2008,1805,Directed
2008,1334,Directed
2008,2175,Directed
1797,1744,Directed
1797,18,Directed
1797,46,Directed
1797,6,Directed
1797,1851,Directed
1482,168,Directed
879,1505,Directed
1707,1393,Directed
1707,1860,Directed
1707,838,Directed
1707,1927,Directed
1707,232,Directed
1707,1968,Directed
1707,1796,Directed
1707,1894,Directed
1707,1678,Directed
1924,359,Directed
1924,1678,Directed
1800,16,Directed
1800,928,Directed
1800,1335,Directed
1800,966,Directed
1800,1241,Directed
1800,219,Directed
1800,63,Directed
1905,1616,Directed
1905,1464,Directed
1578,1800,Directed
1578,1905,Directed
1578,16,Directed
1578,1737,Directed
1578,2017,Directed
1578,2161,Directed
1578,346,Directed
1949,1789,Directed
1290,212,Directed
1290,1455,Directed
756,1687,Directed
756,1837,Directed
756,446,Directed
1824,32,Directed
1521,1570,Directed
2150,328,Directed
1716,210,Directed
1655,2183,Directed
1655,1722,Directed
1655,1721,Directed
141,1384,Directed
141,1867,Directed
141,1708,Directed
141,217,Directed
141,1653,Directed
141,1573,Directed
1682,1781,Directed
1567,141,Directed
1567,17,Directed
1567,1573,Directed
2137,2123,Directed
2116,1850,Directed
1643,2,Directed
1617,2,Directed
2012,2071,Directed
2012,994,Directed
2012,2069,Directed
2012,1802,Directed
1988,994,Directed
1988,1802,Directed
2021,994,Directed
2021,2109,Directed
2021,1802,Directed
2029,994,Directed
2029,1802,Directed
1994,994,Directed
1994,1802,Directed
2115,994,Directed
2115,1802,Directed
1997,2071,Directed
1997,994,Directed
1997,1802,Directed
2027,994,Directed
2027,1802,Directed
2102,994,Directed
2102,2069,Directed
2102,1802,Directed
1989,2071,Directed
1989,994,Directed
1989,2069,Directed
1989,1802,Directed
1506,129,Directed
2143,2042,Directed
2051,1099,Directed
2051,1971,Directed
2051,823,Directed
2051,2,Directed
2047,2009,Directed
2047,2054,Directed
2047,2035,Directed
2047,1099,Directed
2047,823,Directed
2047,2,Directed
2054,1099,Directed
2054,1971,Directed
2054,823,Directed
2054,2,Directed
1946,506,Directed
1946,72,Directed
1946,1978,Directed
1489,1856,Directed
1799,397,Directed
2154,2166,Directed
2154,2082,Directed
2166,2082,Directed
1986,1858,Directed
1986,2,Directed
1819,25,Directed
1819,870,Directed
1819,12,Directed
1819,2,Directed
1777,1784,Directed
1777,12,Directed
1777,2,Directed
1798,2,Directed
1751,2,Directed
1751,25,Directed
1751,757,Directed
1910,2,Directed
1910,25,Directed
1910,757,Directed
1991,2,Directed
1982,85,Directed
1982,2,Directed
1791,2,Directed
1791,184,Directed
1791,82,Directed
1538,1078,Directed
1538,553,Directed
1538,1301,Directed
1078,1549,Directed
1078,1496,Directed
1078,553,Directed
1078,1976,Directed
1078,1301,Directed
1496,553,Directed
2087,1601,Directed
1674,1692,Directed
1674,374,Directed
1719,1767,Directed
1649,32,Directed
1996,447,Directed
1881,1919,Directed
1341,217,Directed
1432,2,Directed
1667,2,Directed
1377,2,Directed
1377,1432,Directed
1377,511,Directed
1377,1667,Directed
1377,1631,Directed
1377,1809,Directed
1377,1873,Directed
1631,2,Directed
1631,1432,Directed
430,18,Directed
430,2110,Directed
430,1210,Directed
1537,206,Directed
1537,18,Directed
1845,1418,Directed
1845,192,Directed
1619,1570,Directed
1619,32,Directed
1860,359,Directed
1894,359,Directed
1894,1678,Directed
1678,1163,Directed
1678,1796,Directed
966,273,Directed
966,16,Directed
966,184,Directed
966,82,Directed
966,192,Directed
966,983,Directed
966,791,Directed
966,500,Directed
1687,1458,Directed
1687,980,Directed
1687,1907,Directed
1687,1900,Directed
1687,1904,Directed
1687,1068,Directed
1687,446,Directed
1687,1885,Directed
1687,443,Directed
1837,1887,Directed
1837,1879,Directed
1837,446,Directed
1837,881,Directed
2183,655,Directed
2183,1725,Directed
2109,1306,Directed
2109,155,Directed
1858,1893,Directed
1784,1751,Directed
1784,12,Directed
1784,1627,Directed
1784,2,Directed
1549,553,Directed
1549,1301,Directed
1601,1669,Directed
1692,1749,Directed
1210,1334,Directed
983,1926,Directed
983,273,Directed
983,16,Directed
983,1497,Directed
983,184,Directed
983,82,Directed
983,1589,Directed
983,500,Directed
1458,443,Directed
1907,446,Directed
1900,446,Directed
1904,980,Directed
1885,1068,Directed
1887,1879,Directed
1887,446,Directed
1887,788,Directed
1497,1944,Directed
1497,1263,Directed
1497,16,Directed
1589,1525,Directed
1589,1736,Directed
1525,1231,Directed
1525,397,Directed
1525,502,Directed
