package,in_degree,out_degree,betweenness,is_topN,dependents_count,downloads,rank
typed-array-byte-offset,1,7,0.000191,False,412885,166224052,0
typed-array-length,1,6,0.000208,False,617899,165403035,0
typedarray-to-buffer,0,0,0.000000,True,1558644,77043995,1760
typescript,0,0,0.000000,True,2104747,299373154,1127
uglify-js,0,0,0.000000,True,2199119,125694080,977
unbox-primitive,1,4,0.000166,False,1097173,190909758,0
underscore,1,0,0.000000,False,738210,64994391,0
undici-types,1,0,0.000000,False,0,422147769,0
unicode-canonical-property-names-ecmascript,1,0,0.000000,True,3422841,113100370,365
unicode-match-property-ecmascript,1,2,0.000000,True,3422853,112669111,364
unicode-match-property-value-ecmascript,1,0,0.000000,True,3422854,118886514,363
unicode-property-aliases-ecmascript,1,0,0.000000,True,3422378,106204933,366
unicorn-magic,3,0,0.000000,False,16,82170227,0
union-value,0,2,0.000000,True,3781195,48447545,315
uniq,0,0,0.000000,True,2339857,22158245,930
uniqs,0,0,0.000000,True,2093938,10141194,1136
unique-string,1,1,0.000000,True,1699885,84613250,1554
universalify,2,0,0.000000,True,3543281,421629735,347
unpipe,1,0,0.000000,True,5053604,201525167,108
unquote,0,0,0.000000,True,2337561,24385112,931
unrs-resolver,1,1,0.000033,False,0,63668959,0
unset-value,0,2,0.000000,True,3780809,47067911,318
upath,2,0,0.000000,True,3720651,70203129,330
update-browserslist-db,1,2,0.000033,True,1574874,283970380,1752
uri-js,0,1,0.000000,True,4745435,282901005,119
urix,0,0,0.000000,True,3824956,48307244,307
url-extras,1,0,0.000000,False,0,473,0
url-loader,0,3,0.000000,True,1710143,23052207,1548
url-parse,2,2,0.000000,True,2588673,116878598,752
url-parse-lax,0,1,0.000000,True,1556649,35396884,1763
use,1,0,0.000000,True,3780112,47332630,320
util-deprecate,1,0,0.000000,True,2198932,281493243,978
util.promisify,0,12,0.000000,True,2823576,39207158,575
utila,1,0,0.000000,True,2220777,46715535,968
utils-merge,0,0,0.000000,True,4948638,159393729,114
uuid,2,0,0.000000,False,1006437,746048809,0
v8-compile-cache,0,0,0.000000,True,2512522,45830552,767
v8-to-istanbul,1,3,0.000000,False,1099851,129562026,0
vary,3,0,0.000000,True,4406042,185740376,132
vendors,0,0,0.000000,True,2093555,11556167,1138
w3c-hr-time,0,1,0.000000,True,2023817,43448245,1181
w3c-xmlserializer,1,1,0.000000,True,1766365,138813353,1524
walker,1,1,0.000067,False,983878,132872312,0
watchpack,1,2,0.000000,True,1912953,134424195,1324
wbuf,2,1,0.000000,True,2880775,58074556,554
web-worker,1,0,0.000000,False,14515,5780847,0
webidl-conversions,3,0,0.000000,True,2433200,469494029,786
webpack,1,25,0.000000,False,3177,144196551,0
webpack-dev-middleware,1,6,0.000000,True,3037167,93043689,523
webpack-dev-server,1,28,0.000000,True,2955806,65048141,531
webpack-log,0,3,0.000000,True,2235830,15304133,962
webpack-manifest-plugin,1,2,0.000000,True,1436872,18933212,1938
webpack-merge,0,3,0.000000,True,1382156,68794473,1968
webpack-sources,4,0,0.000000,False,1232693,176151814,0
websocket-driver,2,3,0.000000,True,3054684,82225786,514
websocket-extensions,1,0,0.000000,True,3053754,81708375,515
whatwg-encoding,2,1,0.000000,True,2120358,157991042,1117
whatwg-fetch,1,0,0.000000,True,1998972,63991928,1191
whatwg-mimetype,2,0,0.000000,True,2081415,176723515,1143
whatwg-url,2,2,0.000000,True,1350571,445634596,1992
which,3,1,0.000000,False,4804,640105403,0
which-boxed-primitive,3,5,0.000100,True,1526713,192109567,1783
which-builtin-type,1,13,0.000299,False,374956,138288865,0
which-collection,2,4,0.000100,False,454166,158805907,0
which-module,0,0,0.000000,True,3468922,107379996,356
which-typed-array,4,7,0.000017,False,1061976,240517600,0
wide-align,1,1,0.000000,True,2924368,64124554,534
wildcard,1,0,0.000000,False,523867,52348805,0
word-wrap,1,0,0.000000,True,2368421,231669279,920
wordwrap,0,0,0.000000,True,2192392,124533904,984
workbox-background-sync,2,2,0.000000,True,1444118,22407753,1930
workbox-broadcast-update,1,1,0.000000,True,1353586,22324844,1987
workbox-build,1,37,0.000000,True,1446844,22428442,1922
workbox-cacheable-response,2,1,0.000000,True,1444506,21644603,1929
workbox-core,14,0,0.000000,True,1445035,24581931,1925
workbox-expiration,2,2,0.000000,True,1354025,20308771,1986
workbox-google-analytics,1,4,0.000000,True,1444080,20470224,1931
workbox-navigation-preload,1,1,0.000000,True,1441941,22636303,1935
workbox-precaching,2,3,0.000000,True,1444667,18533275,1928
workbox-range-requests,1,1,0.000000,True,1443581,22391618,1932
workbox-recipes,1,6,0.000000,False,736427,17189109,0
workbox-routing,5,1,0.000000,True,1444875,22711947,1926
workbox-strategies,4,1,0.000000,True,1444855,21944682,1927
workbox-streams,1,2,0.000000,True,1443553,21438802,1933
workbox-sw,1,0,0.000000,True,1445554,22442379,1924
workbox-webpack-plugin,1,5,0.000000,True,1402349,15170787,1957
workbox-window,1,2,0.000000,True,1353374,22365358,1988
wrap-ansi,1,3,0.000000,True,4485420,891869804,129
wrappy,2,0,0.000000,True,2102639,323326276,1128
write-file-atomic,1,2,0.000067,True,3006428,300142631,525
ws,4,0,0.000000,False,900116,525189263,0
wsl-utils,1,2,0.000000,False,0,29851856,0
xml-name-validator,2,0,0.000000,True,2142865,157666172,1101
xmlchars,1,0,0.000000,True,1779785,123102713,1510
xtend,0,0,0.000000,True,1446059,186508569,1923
y18n,1,0,0.000000,True,1652118,399405807,1575
yallist,1,0,0.000000,False,1187300,717407707,0
yaml,0,0,0.000000,True,1894156,361652980,1342
yargs,1,6,0.000000,True,4893685,545186829,117
yargs-parser,1,0,0.000000,True,4384968,577498477,134
yocto-queue,1,0,0.000000,False,1236763,352043942,0
yoctocolors,2,0,0.000000,False,22,26887299,0
zod,1,0,0.000000,False,122785,225398384,0
zod-validation-error,1,0,0.000000,False,426,21723224,0
